Komentar,Username,Like,Sentimen,cleaning,case_folding,token,stopword,stemming
Perusahaan2 jepang bakal kabur ke Vietnam.. PHK besar besaran bakal berlaku😂😂😂.. SELL INDONESIA..Inilah akibatnya sentiasa menyalahkan negara luar tp bangsa sendiri gagal mentadbir negara..solusinya cuma nyinyir tetangga.. Nye nye nye nyeee😂😂,@andrewtak8241,0,Negatif,Perusahaan jepang bakal kabur ke Vietnam PHK besar besaran bakal berlaku SELL INDONESIAInilah akibatnya sentiasa menyalahkan negara luar tp bangsa sendiri gagal mentadbir negarasolusinya cuma nyinyir tetangga Nye nye nye nyeee,perusahaan jepang bakal kabur ke vietnam phk besar besaran bakal berlaku sell indonesiainilah akibatnya sentiasa menyalahkan negara luar tp bangsa sendiri gagal mentadbir negarasolusinya cuma nyinyir tetangga nye nye nye nyeee,"['perusahaan', 'jepang', 'bakal', 'kabur', 'ke', 'vietnam', 'phk', 'besar', 'besaran', 'bakal', 'berlaku', 'sell', 'indonesiainilah', 'akibatnya', 'sentiasa', 'menyalahkan', 'negara', 'luar', 'tp', 'bangsa', 'sendiri', 'gagal', 'mentadbir', 'negarasolusinya', 'cuma', 'nyinyir', 'tetangga', 'nye', 'nye', 'nye', 'nyeee']","['perusahaan', 'jepang', 'bakal', 'kabur', 'vietnam', 'phk', 'besar', 'besaran', 'bakal', 'berlaku', 'sell', 'indonesiainilah', 'akibatnya', 'sentiasa', 'menyalahkan', 'negara', 'luar', 'tp', 'bangsa', 'sendiri', 'gagal', 'mentadbir', 'negarasolusinya', 'cuma', 'nyinyir', 'tetangga', 'nye', 'nye', 'nye', 'nyeee']",usaha jepang bakal kabur vietnam phk besar besar bakal laku sell indonesiainilah akibat sentiasa salah negara luar tp bangsa sendiri gagal tadbir negarasolusinya cuma nyinyir tetangga nye nye nye nyeee
"Yup, Pernah dibahas sama Prof. Jiang Xueqin",@alparslankhaan1071,3,Netral,Yup Pernah dibahas sama Prof Jiang Xueqin,yup pernah dibahas sama prof jiang xueqin,"['yup', 'pernah', 'dibahas', 'sama', 'prof', 'jiang', 'xueqin']","['yup', 'pernah', 'dibahas', 'sama', 'prof', 'jiang', 'xueqin']",yup pernah bahas sama prof jiang xueqin
Biar pada jual mereka nampung,@MctyLylya,1,Netral,Biar pada jual mereka nampung,biar pada jual mereka nampung,"['biar', 'pada', 'jual', 'mereka', 'nampung']","['biar', 'jual', 'mereka', 'nampung']",biar jual mereka nampung
"Aku seneng gaya bang benix, selalu kampanye george soros...george soros.. antek soros..
Satu rangkaian dgn antek anjing2 peliharan soros...😂, jd bang benix meringankan beban negara untuk kontra intelegent lewat suara bang benix... lanjut terus bang semoga yg kuasa selalu melindunggi bang benix dan keluarga.",@slametahmad5767,0,Netral,Aku seneng gaya bang benix selalu kampanye george sorosgeorge soros antek soros Satu rangkaian dgn antek anjing peliharan soros jd bang benix meringankan beban negara untuk kontra intelegent lewat suara bang benix lanjut terus bang semoga yg kuasa selalu melindunggi bang benix dan keluarga,aku seneng gaya bang benix selalu kampanye george sorosgeorge soros antek soros satu rangkaian dgn antek anjing peliharan soros jd bang benix meringankan beban negara untuk kontra intelegent lewat suara bang benix lanjut terus bang semoga yg kuasa selalu melindunggi bang benix dan keluarga,"['aku', 'seneng', 'gaya', 'bang', 'benix', 'selalu', 'kampanye', 'george', 'sorosgeorge', 'soros', 'antek', 'soros', 'satu', 'rangkaian', 'dgn', 'antek', 'anjing', 'peliharan', 'soros', 'jd', 'bang', 'benix', 'meringankan', 'beban', 'negara', 'untuk', 'kontra', 'intelegent', 'lewat', 'suara', 'bang', 'benix', 'lanjut', 'terus', 'bang', 'semoga', 'yg', 'kuasa', 'selalu', 'melindunggi', 'bang', 'benix', 'dan', 'keluarga']","['aku', 'seneng', 'gaya', 'bang', 'benix', 'selalu', 'kampanye', 'george', 'sorosgeorge', 'soros', 'antek', 'soros', 'satu', 'rangkaian', 'dgn', 'antek', 'anjing', 'peliharan', 'soros', 'jd', 'bang', 'benix', 'meringankan', 'beban', 'negara', 'kontra', 'intelegent', 'lewat', 'suara', 'bang', 'benix', 'lanjut', 'terus', 'bang', 'semoga', 'yg', 'kuasa', 'selalu', 'melindunggi', 'bang', 'benix', 'keluarga']",aku neng gaya bang benix selalu kampanye george sorosgeorge soros antek soros satu rangkai dgn antek anjing peliharan soros jd bang benix ringan beban negara kontra intelegent lewat suara bang benix lanjut terus bang moga yg kuasa selalu melindunggi bang benix keluarga
"Goto gocap, asing gak bisa kabur 😂... Market apa dibatasin ke harga gocap...
Belom lagi fca yang kek juday itu 😂",@gagigugegogu,0,Netral,Goto gocap asing gak bisa kabur Market apa dibatasin ke harga gocap Belom lagi fca yang kek juday itu,goto gocap asing gak bisa kabur market apa dibatasin ke harga gocap belom lagi fca yang kek juday itu,"['goto', 'gocap', 'asing', 'gak', 'bisa', 'kabur', 'market', 'apa', 'dibatasin', 'ke', 'harga', 'gocap', 'belom', 'lagi', 'fca', 'yang', 'kek', 'juday', 'itu']","['goto', 'gocap', 'asing', 'gak', 'bisa', 'kabur', 'market', 'apa', 'dibatasin', 'harga', 'gocap', 'belom', 'lagi', 'fca', 'kek', 'juday']",goto gocap asing gak bisa kabur market apa dibatasin harga gocap bom lagi fca kek juday
"Bang Benix buat lembaga retting dong, saya siap bantu risetnya.",@shirainfiryalqatrunnada1003,0,Netral,Bang Benix buat lembaga retting dong saya siap bantu risetnya,bang benix buat lembaga retting dong saya siap bantu risetnya,"['bang', 'benix', 'buat', 'lembaga', 'retting', 'dong', 'saya', 'siap', 'bantu', 'risetnya']","['bang', 'benix', 'buat', 'lembaga', 'retting', 'dong', 'siap', 'bantu', 'risetnya']",bang benix buat lembaga retting dong siap bantu riset
Pokokny rumusny adalah smakin bnyk yg BERISIK artinya pemerintah sdg di jalan yg benar.,@dianardi6574,0,Netral,Pokokny rumusny adalah smakin bnyk yg BERISIK artinya pemerintah sdg di jalan yg benar,pokokny rumusny adalah smakin bnyk yg berisik artinya pemerintah sdg di jalan yg benar,"['pokokny', 'rumusny', 'adalah', 'smakin', 'bnyk', 'yg', 'berisik', 'artinya', 'pemerintah', 'sdg', 'di', 'jalan', 'yg', 'benar']","['pokokny', 'rumusny', 'smakin', 'bnyk', 'yg', 'berisik', 'artinya', 'pemerintah', 'sdg', 'jalan', 'yg', 'benar']",pokokny rumusny smakin bnyk yg berisik arti perintah sdg jalan yg benar
"setahuku loh ya Indonesia itu yang paling transparan !! 😌
yang tidak transparan itu negara yang desh bedesh itu loh !! data-data pemain sepak bola aja di palsu !! apalagi data-data keuangan mereka !! baik-baik saja padahal bangkrut !! 😌",@brianrizky619,28,Positif,setahuku loh ya Indonesia itu yang paling transparan yang tidak transparan itu negara yang desh bedesh itu loh datadata pemain sepak bola aja di palsu apalagi datadata keuangan mereka baikbaik saja padahal bangkrut,setahuku loh ya indonesia itu yang paling transparan yang tidak transparan itu negara yang desh bedesh itu loh datadata pemain sepak bola aja di palsu apalagi datadata keuangan mereka baikbaik saja padahal bangkrut,"['setahuku', 'loh', 'ya', 'indonesia', 'itu', 'yang', 'paling', 'transparan', 'yang', 'tidak', 'transparan', 'itu', 'negara', 'yang', 'desh', 'bedesh', 'itu', 'loh', 'datadata', 'pemain', 'sepak', 'bola', 'aja', 'di', 'palsu', 'apalagi', 'datadata', 'keuangan', 'mereka', 'baikbaik', 'saja', 'padahal', 'bangkrut']","['setahuku', 'loh', 'ya', 'indonesia', 'paling', 'transparan', 'tidak', 'transparan', 'negara', 'desh', 'bedesh', 'loh', 'datadata', 'pemain', 'sepak', 'bola', 'aja', 'palsu', 'apalagi', 'datadata', 'keuangan', 'mereka', 'baikbaik', 'saja', 'padahal', 'bangkrut']",tahu loh ya indonesia paling transparan tidak transparan negara desh bedesh loh datadata main sepak bola aja palsu apalagi datadata uang mereka baikbaik saja padahal bangkrut
"Kalimat kuncinya
Mascl cari duit",@triyonogunan6703,0,Netral,Kalimat kuncinya Mascl cari duit,kalimat kuncinya mascl cari duit,"['kalimat', 'kuncinya', 'mascl', 'cari', 'duit']","['kalimat', 'kuncinya', 'mascl', 'cari', 'duit']",kalimat kunci mascl cari duit
Pokokny rumusny adalah smakin bnyk yg BERISIK artinya pemerintah sdg di jalan yg benar.,@dianardi6574,0,Netral,Pokokny rumusny adalah smakin bnyk yg BERISIK artinya pemerintah sdg di jalan yg benar,pokokny rumusny adalah smakin bnyk yg berisik artinya pemerintah sdg di jalan yg benar,"['pokokny', 'rumusny', 'adalah', 'smakin', 'bnyk', 'yg', 'berisik', 'artinya', 'pemerintah', 'sdg', 'di', 'jalan', 'yg', 'benar']","['pokokny', 'rumusny', 'smakin', 'bnyk', 'yg', 'berisik', 'artinya', 'pemerintah', 'sdg', 'jalan', 'yg', 'benar']",pokokny rumusny smakin bnyk yg berisik arti perintah sdg jalan yg benar
Ternyata Indonesia itu banyak rakyatnya George Soros... Kalau gitu jadikan George soros presiden RI & wakilnya Fufufafa... Tambah Indonesia kayak NERAKA JAHANAM.,@nanangturki4687,0,Netral,Ternyata Indonesia itu banyak rakyatnya George Soros Kalau gitu jadikan George soros presiden RI wakilnya Fufufafa Tambah Indonesia kayak NERAKA JAHANAM,ternyata indonesia itu banyak rakyatnya george soros kalau gitu jadikan george soros presiden ri wakilnya fufufafa tambah indonesia kayak neraka jahanam,"['ternyata', 'indonesia', 'itu', 'banyak', 'rakyatnya', 'george', 'soros', 'kalau', 'gitu', 'jadikan', 'george', 'soros', 'presiden', 'ri', 'wakilnya', 'fufufafa', 'tambah', 'indonesia', 'kayak', 'neraka', 'jahanam']","['ternyata', 'indonesia', 'banyak', 'rakyatnya', 'george', 'soros', 'kalau', 'gitu', 'jadikan', 'george', 'soros', 'presiden', 'ri', 'wakilnya', 'fufufafa', 'tambah', 'indonesia', 'kayak', 'neraka', 'jahanam']",nyata indonesia banyak rakyat george soros kalau gitu jadi george soros presiden ri wakil fufufafa tambah indonesia kayak neraka jahanam
Demo mahasiswa yg bikin investor kabur kalian kah yg bikin Indonesia kacau,@faridafaisal2302,8,Netral,Demo mahasiswa yg bikin investor kabur kalian kah yg bikin Indonesia kacau,demo mahasiswa yg bikin investor kabur kalian kah yg bikin indonesia kacau,"['demo', 'mahasiswa', 'yg', 'bikin', 'investor', 'kabur', 'kalian', 'kah', 'yg', 'bikin', 'indonesia', 'kacau']","['demo', 'mahasiswa', 'yg', 'bikin', 'investor', 'kabur', 'kalian', 'kah', 'yg', 'bikin', 'indonesia', 'kacau']",demo mahasiswa yg bikin investor kabur kalian kah yg bikin indonesia kacau
The best om benix,@reysandi4314,7,Netral,The best om benix,the best om benix,"['the', 'best', 'om', 'benix']","['the', 'best', 'om', 'benix']",the best om benix
"""False flag"" dari singapura????",@HabibFahrullah,0,Netral,False flag dari singapura,false flag dari singapura,"['false', 'flag', 'dari', 'singapura']","['false', 'flag', 'singapura']",false flag singapura
Nambah gemuk aja ben,@RiyadiYadi-li3gm,0,Netral,Nambah gemuk aja ben,nambah gemuk aja ben,"['nambah', 'gemuk', 'aja', 'ben']","['nambah', 'gemuk', 'aja', 'ben']",nambah gemuk aja ben
Buy Indonesia!!!,@dhiraqia20,2,Netral,Buy Indonesia,buy indonesia,"['buy', 'indonesia']","['buy', 'indonesia']",buy indonesia
Kesempatan masuk,@ferdiIbote,1,Netral,Kesempatan masuk,kesempatan masuk,"['kesempatan', 'masuk']","['kesempatan', 'masuk']",sempat masuk
Tapi negara nya korea lebih Muju bang. Kenapa itu.,@KhanzaCell-q8k,0,Netral,Tapi negara nya korea lebih Muju bang Kenapa itu,tapi negara nya korea lebih muju bang kenapa itu,"['tapi', 'negara', 'nya', 'korea', 'lebih', 'muju', 'bang', 'kenapa', 'itu']","['tapi', 'negara', 'nya', 'korea', 'lebih', 'muju', 'bang', 'kenapa']",tapi negara nya korea lebih muju bang kenapa
"Betul kata bang Bennix kita jangan mudah dihancurkan sama media2 yg di luar sana 

Oleh karena itu saya sangat suka dengan channel seperti ini",@lndonesia-o2p,2,Netral,Betul kata bang Bennix kita jangan mudah dihancurkan sama media yg di luar sana Oleh karena itu saya sangat suka dengan channel seperti ini,betul kata bang bennix kita jangan mudah dihancurkan sama media yg di luar sana oleh karena itu saya sangat suka dengan channel seperti ini,"['betul', 'kata', 'bang', 'bennix', 'kita', 'jangan', 'mudah', 'dihancurkan', 'sama', 'media', 'yg', 'di', 'luar', 'sana', 'oleh', 'karena', 'itu', 'saya', 'sangat', 'suka', 'dengan', 'channel', 'seperti', 'ini']","['betul', 'kata', 'bang', 'bennix', 'jangan', 'mudah', 'dihancurkan', 'sama', 'media', 'yg', 'luar', 'sana', 'oleh', 'sangat', 'suka', 'channel', 'seperti']",betul kata bang bennix jangan mudah hancur sama media yg luar sana oleh sangat suka channel seperti
kita punya sgalanya tapi takut diembargo,@WAR_TAN777,0,Netral,kita punya sgalanya tapi takut diembargo,kita punya sgalanya tapi takut diembargo,"['kita', 'punya', 'sgalanya', 'tapi', 'takut', 'diembargo']","['punya', 'sgalanya', 'tapi', 'takut', 'diembargo']",punya sgalanya tapi takut embargo
Pokokny rumusny adalah smakin bnyk yg BERISIK artinya pemerintah sdg di jalan yg benar.,@dianardi6574,2,Netral,Pokokny rumusny adalah smakin bnyk yg BERISIK artinya pemerintah sdg di jalan yg benar,pokokny rumusny adalah smakin bnyk yg berisik artinya pemerintah sdg di jalan yg benar,"['pokokny', 'rumusny', 'adalah', 'smakin', 'bnyk', 'yg', 'berisik', 'artinya', 'pemerintah', 'sdg', 'di', 'jalan', 'yg', 'benar']","['pokokny', 'rumusny', 'smakin', 'bnyk', 'yg', 'berisik', 'artinya', 'pemerintah', 'sdg', 'jalan', 'yg', 'benar']",pokokny rumusny smakin bnyk yg berisik arti perintah sdg jalan yg benar
"BANYAKANYA PENJILAT DAN PENGHIANAT NEGARA.
JADI SENANG KALAU INDONESIA ANCUR",@antareja6367,0,Positif,BANYAKANYA PENJILAT DAN PENGHIANAT NEGARA JADI SENANG KALAU INDONESIA ANCUR,banyakanya penjilat dan penghianat negara jadi senang kalau indonesia ancur,"['banyakanya', 'penjilat', 'dan', 'penghianat', 'negara', 'jadi', 'senang', 'kalau', 'indonesia', 'ancur']","['banyakanya', 'penjilat', 'penghianat', 'negara', 'jadi', 'senang', 'kalau', 'indonesia', 'ancur']",banyakanya jilat penghianat negara jadi senang kalau indonesia ancur
"Bner, ganyang melayu, koar2 mau merdeka join malaydesh",@Nvernrmal,0,Netral,Bner ganyang melayu koar mau merdeka join malaydesh,bner ganyang melayu koar mau merdeka join malaydesh,"['bner', 'ganyang', 'melayu', 'koar', 'mau', 'merdeka', 'join', 'malaydesh']","['bner', 'ganyang', 'melayu', 'koar', 'mau', 'merdeka', 'join', 'malaydesh']",bner ganyang melayu koar mau merdeka join malaydesh
Indonesia PURA PURA TRANSPARAN kaya PINJOL 🤣😂🤣😂🤣.,@ridhoabud9216,0,Netral,Indonesia PURA PURA TRANSPARAN kaya PINJOL,indonesia pura pura transparan kaya pinjol,"['indonesia', 'pura', 'pura', 'transparan', 'kaya', 'pinjol']","['indonesia', 'pura', 'pura', 'transparan', 'kaya', 'pinjol']",indonesia pura pura transparan kaya pinjol
"Karena saking terbukanya, strategi ekonomi indonesia jadi mudah dibaca antek antek asing.
Dan seharusnya jangan terlalu terbuka.
Perusahaan manapun begitu karena itu adalah rahasia demi kestabilan suatu perusahaan.",@TupankSweet,0,Netral,Karena saking terbukanya strategi ekonomi indonesia jadi mudah dibaca antek antek asing Dan seharusnya jangan terlalu terbuka Perusahaan manapun begitu karena itu adalah rahasia demi kestabilan suatu perusahaan,karena saking terbukanya strategi ekonomi indonesia jadi mudah dibaca antek antek asing dan seharusnya jangan terlalu terbuka perusahaan manapun begitu karena itu adalah rahasia demi kestabilan suatu perusahaan,"['karena', 'saking', 'terbukanya', 'strategi', 'ekonomi', 'indonesia', 'jadi', 'mudah', 'dibaca', 'antek', 'antek', 'asing', 'dan', 'seharusnya', 'jangan', 'terlalu', 'terbuka', 'perusahaan', 'manapun', 'begitu', 'karena', 'itu', 'adalah', 'rahasia', 'demi', 'kestabilan', 'suatu', 'perusahaan']","['saking', 'terbukanya', 'strategi', 'ekonomi', 'indonesia', 'jadi', 'mudah', 'dibaca', 'antek', 'antek', 'asing', 'seharusnya', 'jangan', 'terlalu', 'terbuka', 'perusahaan', 'manapun', 'begitu', 'rahasia', 'demi', 'kestabilan', 'suatu', 'perusahaan']",saking buka strategi ekonomi indonesia jadi mudah baca antek antek asing harus jangan terlalu buka usaha mana begitu rahasia demi stabil suatu usaha
​ @TupankSweet ya gak masalah namanya juga keterbukaan !! gak seperti desh bedesh itu loh!!,@brianrizky619,0,Negatif,ya gak masalah namanya juga keterbukaan gak seperti desh bedesh itu loh,ya gak masalah namanya juga keterbukaan gak seperti desh bedesh itu loh,"['ya', 'gak', 'masalah', 'namanya', 'juga', 'keterbukaan', 'gak', 'seperti', 'desh', 'bedesh', 'itu', 'loh']","['ya', 'gak', 'masalah', 'namanya', 'keterbukaan', 'gak', 'seperti', 'desh', 'bedesh', 'loh']",ya gak masalah nama buka gak seperti desh bedesh loh
"Karena JD antek mamarika, sama kaya Singapura, jepan, Australia, perpanjangan tangan dari barat(mamarika CS) untuk membendung pengaruh Komunis.. Makanya di jadiin negara maju biar kuat..
Klw negara kita cuma di jadiin sapi perah oleh barat",@didisyah54,0,Netral,Karena JD antek mamarika sama kaya Singapura jepan Australia perpanjangan tangan dari baratmamarika CS untuk membendung pengaruh Komunis Makanya di jadiin negara maju biar kuat Klw negara kita cuma di jadiin sapi perah oleh barat,karena jd antek mamarika sama kaya singapura jepan australia perpanjangan tangan dari baratmamarika cs untuk membendung pengaruh komunis makanya di jadiin negara maju biar kuat klw negara kita cuma di jadiin sapi perah oleh barat,"['karena', 'jd', 'antek', 'mamarika', 'sama', 'kaya', 'singapura', 'jepan', 'australia', 'perpanjangan', 'tangan', 'dari', 'baratmamarika', 'cs', 'untuk', 'membendung', 'pengaruh', 'komunis', 'makanya', 'di', 'jadiin', 'negara', 'maju', 'biar', 'kuat', 'klw', 'negara', 'kita', 'cuma', 'di', 'jadiin', 'sapi', 'perah', 'oleh', 'barat']","['jd', 'antek', 'mamarika', 'sama', 'kaya', 'singapura', 'jepan', 'australia', 'perpanjangan', 'tangan', 'baratmamarika', 'cs', 'membendung', 'pengaruh', 'komunis', 'makanya', 'jadiin', 'negara', 'maju', 'biar', 'kuat', 'klw', 'negara', 'cuma', 'jadiin', 'sapi', 'perah', 'oleh', 'barat']",jd antek mamarika sama kaya singapura jepan australia panjang tangan baratmamarika cs bendung pengaruh komunis makanya jadiin negara maju biar kuat klw negara cuma jadiin sapi perah oleh barat
👍,@Riskikurniawan-e3y,0,Netral,,,[],[],
Yoii namanya juga nelen Pil Merah (Nerakanya Dajjal) harus berani mengambil resiko banyak yang berisik,@alparslankhaan1071,0,Netral,Yoii namanya juga nelen Pil Merah Nerakanya Dajjal harus berani mengambil resiko banyak yang berisik,yoii namanya juga nelen pil merah nerakanya dajjal harus berani mengambil resiko banyak yang berisik,"['yoii', 'namanya', 'juga', 'nelen', 'pil', 'merah', 'nerakanya', 'dajjal', 'harus', 'berani', 'mengambil', 'resiko', 'banyak', 'yang', 'berisik']","['yoii', 'namanya', 'nelen', 'pil', 'merah', 'nerakanya', 'dajjal', 'harus', 'berani', 'mengambil', 'resiko', 'banyak', 'berisik']",yoii nama nelen pil merah neraka dajjal harus berani ambil resiko banyak berisik
"Maaf bang, tempo itu media dari mana ya?",@primajada,0,Netral,Maaf bang tempo itu media dari mana ya,maaf bang tempo itu media dari mana ya,"['maaf', 'bang', 'tempo', 'itu', 'media', 'dari', 'mana', 'ya']","['maaf', 'bang', 'tempo', 'media', 'mana', 'ya']",maaf bang tempo media mana ya
Menyala bang benix🎉,@SarifHidayatullah-y4d,12,Netral,Menyala bang benix,menyala bang benix,"['menyala', 'bang', 'benix']","['menyala', 'bang', 'benix']",nyala bang benix
Penganut sekte waren bufet pasti suka kalo asing kabur,@fathurgodmanozzora8417,0,Netral,Penganut sekte waren bufet pasti suka kalo asing kabur,penganut sekte waren bufet pasti suka kalo asing kabur,"['penganut', 'sekte', 'waren', 'bufet', 'pasti', 'suka', 'kalo', 'asing', 'kabur']","['penganut', 'sekte', 'waren', 'bufet', 'pasti', 'suka', 'kalo', 'asing', 'kabur']",anut sekte waren bufet pasti suka kalo asing kabur
"Collab bareng prof gema dong, bahas geopolitik",@jonayfsd3909,0,Netral,Collab bareng prof gema dong bahas geopolitik,collab bareng prof gema dong bahas geopolitik,"['collab', 'bareng', 'prof', 'gema', 'dong', 'bahas', 'geopolitik']","['collab', 'bareng', 'prof', 'gema', 'dong', 'bahas', 'geopolitik']",collab bareng prof gema dong bahas geopolitik
Indonesia sudah di takdirkan akan menjadi negara besar dan disegani negara lain,@UdinDultulus,6,Netral,Indonesia sudah di takdirkan akan menjadi negara besar dan disegani negara lain,indonesia sudah di takdirkan akan menjadi negara besar dan disegani negara lain,"['indonesia', 'sudah', 'di', 'takdirkan', 'akan', 'menjadi', 'negara', 'besar', 'dan', 'disegani', 'negara', 'lain']","['indonesia', 'sudah', 'takdirkan', 'akan', 'menjadi', 'negara', 'besar', 'disegani', 'negara', 'lain']",indonesia sudah takdir akan jadi negara besar segani negara lain
Karena Indonesia Rakyatnya Gampang di Adu Domba,@anggaeka1508,0,Netral,Karena Indonesia Rakyatnya Gampang di Adu Domba,karena indonesia rakyatnya gampang di adu domba,"['karena', 'indonesia', 'rakyatnya', 'gampang', 'di', 'adu', 'domba']","['indonesia', 'rakyatnya', 'gampang', 'adu', 'domba']",indonesia rakyat gampang adu domba
"Makanya mahasewa nggak produktif nggak usah bikin runyam kondisi..""ngejedog"" aja molor daripada bikin ulah..Nggak ada ssdikitpun kemaslahatan dalam demo TAI...",@xpdahh,0,Netral,Makanya mahasewa nggak produktif nggak usah bikin runyam kondisingejedog aja molor daripada bikin ulahNggak ada ssdikitpun kemaslahatan dalam demo TAI,makanya mahasewa nggak produktif nggak usah bikin runyam kondisingejedog aja molor daripada bikin ulahnggak ada ssdikitpun kemaslahatan dalam demo tai,"['makanya', 'mahasewa', 'nggak', 'produktif', 'nggak', 'usah', 'bikin', 'runyam', 'kondisingejedog', 'aja', 'molor', 'daripada', 'bikin', 'ulahnggak', 'ada', 'ssdikitpun', 'kemaslahatan', 'dalam', 'demo', 'tai']","['makanya', 'mahasewa', 'nggak', 'produktif', 'nggak', 'usah', 'bikin', 'runyam', 'kondisingejedog', 'aja', 'molor', 'daripada', 'bikin', 'ulahnggak', 'ada', 'ssdikitpun', 'kemaslahatan', 'dalam', 'demo', 'tai']",makanya mahasewa nggak produktif nggak usah bikin runyam kondisingejedog aja molor daripada bikin ulahnggak ada ssdikitpun maslahat dalam demo tai
